00882	中信中國高股息
00885	富邦越南
00891	中信關鍵半導體
00892	富邦台灣半導體
00893	國泰智能電動車
00894	中信小資高價30
00895	富邦未來車
01001T	土銀富邦R1
01002T	土銀國泰R1
01003T	兆豐新光R1
01004T	土銀富邦R2
01007T	兆豐國泰R2
01009T	王道圓滿R1
01010T	京城樂富R1
020000	富邦特選蘋果N
020002	元富新中國N
020004	兆豐電菁英30N
020006	永昌中小300N
020007	凱基臺灣500N
020008	元大特股高息N
020011	統一微波高息20N
020012	富邦行動通訊N
020015	統一MSCI美低波N
020016	統一MSCI美科技N
020018	統一價值成長30N
020019	統一特選台灣5GN
02001L	富邦蘋果正二N
02001R	富邦蘋果反一N
020020	元大台股領航N
020022	元大電動車N
1101	台泥
1101B	台泥乙特
1102	亞泥
1103	嘉泥
1104	環泥
1108	幸福
1109	信大
1110	東泥
1201	味全
1203	味王
1210	大成
1213	大飲
1215	卜蜂
1216	統一
1217	愛之味
1218	泰山
1219	福壽
1220	台榮
1225	福懋油
1227	佳格
1229	聯華
1231	聯華食
1232	大統益
1233	天仁
1234	黑松
1235	興泰
1236	宏亞
1256	鮮活果汁-KY
1301	台塑
1303	南亞
1304	台聚
1305	華夏
1307	三芳
1308	亞聚
1309	台達化
1310	台苯
1312	國喬
1312A	國喬特
1313	聯成
1314	中石化
1315	達新
1316	上曜
1319	東陽
1321	大洋
1323	永裕
1324	地球
1325	恆大
1326	台化
1337	再生-KY
1338	廣華-KY
1339	昭輝
1340	勝悅-KY
1341	富林-KY
1342	八貫
1402	遠東新
1409	新纖
1410	南染
1413	宏洲
1414	東和
1416	廣豐
1417	嘉裕
1418	東華
1419	新紡
1423	利華
1432	大魯閣
1434	福懋
1435	中福
1436	華友聯
1437	勤益控
1438	三地開發
1439	中和
1440	南紡
1441	大東
1442	名軒
1443	立益
1444	力麗
1445	大宇
1446	宏和
1447	力鵬
1449	佳和
1451	年興
1452	宏益
1453	大將
1454	台富
1455	集盛
1456	怡華
1457	宜進
1459	聯發
1460	宏遠
1463	強盛
1464	得力
1465	偉全
1466	聚隆
1467	南緯
1468	昶和
1470	大統新創
1471	首利
1472	三洋紡
1473	台南
1474	弘裕
1475	業旺
1476	儒鴻
1477	聚陽
1503	士電
1504	東元
1506	正道
1507	永大
1512	瑞利
1513	中興電
1514	亞力
1515	力山
1516	川飛
1517	利奇
1519	華城
1521	大億
1522	堤維西
1522A	堤維西甲特
1524	耿鼎
1525	江申
1526	日馳
1527	鑽全
1528	恩德
1529	樂士
1530	亞崴
1531	高林股
1532	勤美
1533	車王電
1535	中宇
1536	和大
1537	廣隆
1538	正峰
1539	巨庭
1540	喬福
1541	錩泰
1558	伸興
1560	中砂
1568	倉佑
1582	信錦
1583	程泰
1587	吉茂
1589	永冠-KY
1590	亞德客-KY
1597	直得
1598	岱宇
1603	華電
1604	聲寶
1605	華新
1608	華榮
1609	大亞
1611	中電
1612	宏泰
1614	三洋電
1615	大山
1616	億泰
1617	榮星
1618	合機
1626	艾美特-KY
1701	中化
1702	南僑
1707	葡萄王
1708	東鹼
1709	和益
1710	東聯
1711	永光
1712	興農
1713	國化
1714	和桐
1717	長興
1718	中纖
1720	生達
1721	三晃
1722	台肥
1723	中碳
1724	台硝
1725	元禎
1726	永記
1727	中華化
1730	花仙子
1731	美吾華
1732	毛寶
1733	五鼎
1734	杏輝
1735	日勝化
1736	喬山
1737	臺鹽
1760	寶齡富錦
1762	中化生
1773	勝一
1776	展宇
1783	和康生
1786	科妍
1789	神隆
1795	美時
1802	台玻
1805	寶徠
1806	冠軍
1808	潤隆
1809	中釉
1810	和成
1817	凱撒衛
1903	士紙
1904	正隆
1905	華紙
1906	寶隆
1907	永豐餘
1909	榮成
2002	中鋼
2002A	中鋼特
2006	東和鋼鐵
2007	燁興
2008	高興昌
2009	第一銅
2010	春源
2012	春雨
2013	中鋼構
2014	中鴻
2015	豐興
2017	官田鋼
2020	美亞
2022	聚亨
2023	燁輝
2024	志聯
2025	千興
2027	大成鋼
2028	威致
2029	盛餘
2030	彰源
2031	新光鋼
2032	新鋼
2033	佳大
2034	允強
2038	海光
2049	上銀
2059	川湖
2062	橋椿
2069	運錩
2101	南港
2102	泰豐
2103	台橡
2104	國際中橡
2105	正新
2106	建大
2107	厚生
2108	南帝
2109	華豐
2114	鑫永銓
2115	六暉-KY
2201	裕隆
2204	中華
2206	三陽工業
2207	和泰車
2208	台船
2211	長榮鋼
2227	裕日車
2228	劍麟
2231	為升
2233	宇隆
2236	百達-KY
2239	英利-KY
2241	艾姆勒
2243	宏旭-KY
2247	汎德永業
2250	IKKA-KY
2301	光寶科
2302	麗正
2303	聯電
2305	全友
2308	台達電
2312	金寶
2313	華通
2314	台揚
2316	楠梓電
2317	鴻海
2321	東訊
2323	中環
2324	仁寶
2327	國巨
2328	廣宇
2329	華泰
2330	台積電
2331	精英
2332	友訊
2337	旺宏
2338	光罩
2340	光磊
2342	茂矽
2344	華邦電
2345	智邦
2347	聯強
2348	海悅
2349	錸德
2351	順德
2352	佳世達
2353	宏碁
2354	鴻準
2355	敬鵬
2356	英業達
2357	華碩
2358	廷鑫
2359	所羅門
2360	致茂
2362	藍天
2363	矽統
2364	倫飛
2365	昆盈
2367	燿華
2368	金像電
2369	菱生
2371	大同
2373	震旦行
2374	佳能
2375	凱美
2376	技嘉
2377	微星
2379	瑞昱
2380	虹光
2382	廣達
2383	台光電
2385	群光
2387	精元
2388	威盛
2390	云辰
2392	正崴
2393	億光
2395	研華
2397	友通
2399	映泰
2401	凌陽
2402	毅嘉
2404	漢唐
2405	浩鑫
2406	國碩
2408	南亞科
2409	友達
2412	中華電
2413	環科
2414	精技
2415	錩新
2417	圓剛
2419	仲琦
2420	新巨
2421	建準
2423	固緯
2424	隴華
2425	承啟
2426	鼎元
2427	三商電
2428	興勤
2429	銘旺科
2430	燦坤
2431	聯昌
2433	互盛電
2434	統懋
2436	偉詮電
2438	翔耀
2439	美律
2440	太空梭
2441	超豐
2442	新美齊
2443	億麗
2444	兆勁
2449	京元電子
2450	神腦
2451	創見
2453	凌群
2454	聯發科
2455	全新
2456	奇力新
2457	飛宏
2458	義隆
2459	敦吉
2460	建通
2461	光群雷
2462	良得電
2464	盟立
2465	麗臺
2466	冠西電
2467	志聖
2468	華經
2471	資通
2472	立隆電
2474	可成
2476	鉅祥
2477	美隆電
2478	大毅
2480	敦陽科
2481	強茂
2482	連宇
2483	百容
2484	希華
2485	兆赫
2486	一詮
2488	漢平
2489	瑞軒
2491	吉祥全
2492	華新科
2493	揚博
2495	普安
2496	卓越
2497	怡利電
2498	宏達電
2501	國建
2504	國產
2505	國揚
2506	太設
2509	全坤建
2511	太子
2514	龍邦
2515	中工
2516	新建
2520	冠德
2524	京城
2527	宏璟
2528	皇普
2530	華建
2534	宏盛
2535	達欣工
2536	宏普
2537	聯上發
2538	基泰
2539	櫻花建
2540	愛山林
2542	興富發
2543	皇昌
2545	皇翔
2546	根基
2547	日勝生
2548	華固
2597	潤弘
2601	益航
2603	長榮
2605	新興
2606	裕民
2607	榮運
2608	嘉里大榮
2609	陽明
2610	華航
2611	志信
2612	中航
2613	中櫃
2614	東森
2615	萬海
2616	山隆
2617	台航
2618	長榮航
2630	亞航
2633	台灣高鐵
2634	漢翔
2636	台驊投控
2637	慧洋-KY
2642	宅配通
2701	萬企
2702	華園
2704	國賓
2705	六福
2706	第一店
2707	晶華
2712	遠雄來
2722	夏都
2723	美食-KY
2727	王品
2731	雄獅
2739	寒舍
2748	雲品
2801	彰銀
2809	京城銀
2812	台中銀
2816	旺旺保
2820	華票
2823	中壽
2832	台產
2834	臺企銀
2836	高雄銀
2836A	高雄銀甲特
2838	聯邦銀
2838A	聯邦銀甲特
2841	台開
2845	遠東銀
2849	安泰銀
2850	新產
2851	中再保
2852	第一保
2855	統一證
2867	三商壽
2880	華南金
2881	富邦金
2881A	富邦特
2881B	富邦金乙特
2882	國泰金
2882A	國泰特
2882B	國泰金乙特
2883	開發金
2884	玉山金
2885	元大金
2886	兆豐金
2887	台新金
2887E	台新戊特
2887F	台新戊特二
2888	新光金
2888A	新光金甲特
2888B	新光金乙特
2889	國票金
2890	永豐金
2891	中信金
2891B	中信金乙特
2891C	中信金丙特
2892	第一金
2897	王道銀行
2897A	王道銀甲特
2901	欣欣
2903	遠百
2904	匯僑
2905	三商
2906	高林
2908	特力
2910	統領
2911	麗嬰房
2912	統一超
2913	農林
2915	潤泰全
2923	鼎固-KY
2929	淘帝-KY
2936	客思達-KY
2939	凱羿-KY
3002	歐格
3003	健和興
3004	豐達科
3005	神基
3006	晶豪科
3008	大立光
3010	華立
3011	今皓
3013	晟銘電
3014	聯陽
3015	全漢
3016	嘉晶
3017	奇鋐
3018	同開
3019	亞光
3021	鴻名
3022	威強電
3023	信邦
3024	憶聲
3025	星通
3026	禾伸堂
3027	盛達
3028	增你強
3029	零壹
3030	德律
3031	佰鴻
3032	偉訓
3033	威健
3034	聯詠
3035	智原
3036	文曄
3036A	文曄甲特
3037	欣興
3038	全台
3040	遠見
3041	揚智
3042	晶技
3043	科風
3044	健鼎
3045	台灣大
3046	建碁
3047	訊舟
3048	益登
3049	和鑫
3050	鈺德
3051	力特
3052	夆典
3054	立萬利
3055	蔚華科
3056	總太
3057	喬鼎
3058	立德
3059	華晶科
3060	銘異
3062	建漢
3090	日電貿
3092	鴻碩
3094	聯傑
3130	一零四
3138	耀登
3149	正達
3164	景岳
3167	大量
3189	景碩
3209	全科
3229	晟鈦
3231	緯創
3257	虹冠電
3266	昇陽
3296	勝德
3305	昇貿
3308	聯德
3311	閎暉
3312	弘憶股
3321	同泰
3338	泰碩
3346	麗清
3356	奇偶
3376	新日興
3380	明泰
3383	新世紀
3406	玉晶光
3413	京鼎
3416	融程電
3419	譁裕
3432	台端
3437	榮創
3443	創意
3450	聯鈞
3454	晶睿
3481	群創
3494	誠研
3501	維熹
3504	揚明光
3515	華擎
3518	柏騰
3528	安馳
3530	晶相光
3532	台勝科
3533	嘉澤
3535	晶彩科
3536	誠創
3543	州巧
3545	敦泰
3550	聯穎
3557	嘉威
3563	牧德
3576	聯合再生
3583	辛耘
3588	通嘉
3591	艾笛森
3593	力銘
3596	智易
3605	宏致
3607	谷崧
3617	碩天
3622	洋華
3645	達邁
3653	健策
3661	世芯-KY
3665	貿聯-KY
3669	圓展
3673	TPK-KY
3679	新至陞
3682	亞太電
3686	達能
3694	海華
3701	大眾控
3702	大聯大
3702A	大聯大甲特
3703	欣陸
3704	合勤控
3705	永信
3706	神達
3708	上緯投控
3711	日月光投控
3712	永崴投控
3714	富采
4104	佳醫
4106	雃博
4108	懷特
4119	旭富
4133	亞諾法
4137	麗豐-KY
4141	龍燈-KY
4142	國光生
4148	全宇生技-KY
4155	訊映
4164	承業醫
4190	佐登-KY
4306	炎洲
4414	如興
4426	利勤
4438	廣越
4439	冠星-KY
4526	東台
4532	瑞智
4536	拓凱
4540	全球傳動
4545	銘鈺
4551	智伸科
4552	力達-KY
4555	氣立
4557	永新-KY
4560	強信-KY
4562	穎漢
4564	元翎
4566	時碩工業
4571	鈞興-KY
4572	駐龍
4576	大銀微系統
4581	光隆精密-KY
4720	德淵
4722	國精化
4737	華廣
4739	康普
4746	台耀
4755	三福化
4763	材料-KY
4764	雙鍵
4766	南寶
4807	日成-KY
4904	遠傳
4906	正文
4912	聯德控股-KY
4915	致伸
4916	事欣科
4919	新唐
4927	泰鼎-KY
4930	燦星網
4934	太極
4935	茂林-KY
4938	和碩
4942	嘉彰
4943	康控-KY
4952	凌通
4956	光鋐
4958	臻鼎-KY
4960	誠美材
4961	天鈺
4967	十銓
4968	立積
4976	佳凌
4977	眾達-KY
4989	榮科
4994	傳奇
4999	鑫禾
5007	三星
5203	訊連
5215	科嘉-KY
5225	東科-KY
5234	達興材料
5243	乙盛-KY
5258	虹堡
5269	祥碩
5283	禾聯碩
5284	jpp-KY
5285	界霖
5288	豐祥-KY
5388	中磊
5434	崇越
5469	瀚宇博
5471	松翰
5484	慧友
5515	建國
5519	隆大
5521	工信
5522	遠雄
5525	順天
5531	鄉林
5533	皇鼎
5534	長虹
5538	東明-KY
5546	永固-KY
5607	遠雄港
5608	四維航
5706	鳳凰
5871	中租-KY
5871A	中租-KY甲特
5876	上海商銀
5880	合庫金
5906	台南-KY
5907	大洋-KY
6005	群益證
6024	群益期
6108	競國
6112	聚碩
6115	鎰勝
6116	彩晶
6117	迎廣
6120	達運
6128	上福
6133	金橋
6136	富爾特
6139	亞翔
6141	柏承
6142	友勁
6152	百一
6153	嘉聯益
6155	鈞寶
6164	華興
6165	浪凡
6166	凌華
6168	宏齊
6172	互億
6176	瑞儀
6177	達麗
6183	關貿
6184	大豐電
6189	豐藝
6191	精成科
6192	巨路
6196	帆宣
6197	佳必琪
6201	亞弘電
6202	盛群
6205	詮欣
6206	飛捷
6209	今國光
6213	聯茂
6214	精誠
6215	和椿
6216	居易
6224	聚鼎
6225	天瀚
6226	光鼎
6230	尼得科超眾
6235	華孚
6239	力成
6243	迅杰
6251	定穎
6257	矽格
6269	台郡
6271	同欣電
6277	宏正
6278	台表科
6281	全國電
6282	康舒
6283	淳安
6285	啟碁
6288	聯嘉
6289	華上
6405	悅城
6409	旭隼
6412	群電
6414	樺漢
6415	矽力-KY
6416	瑞祺電通
6426	統新
6431	光麗-KY
6438	迅得
6442	光聖
6443	元晶
6449	鈺邦
6451	訊芯-KY
6456	GIS-KY
6464	台數科
6477	安集
6491	晶碩
6504	南六
6505	台塑化
6515	穎崴
6525	捷敏-KY
6531	愛普
6533	晶心科
6541	泰福-KY
6552	易華電
6558	興能高
6573	虹揚-KY
6579	研揚
6581	鋼聯
6582	申豐
6591	動力-KY
6592	和潤企業
6598	ABC-KY
6605	帝寶
6625	必應
6641	基士德-KY
6655	科定
6666	羅麗芬-KY
6668	中揚光
6669	緯穎
6670	復盛應用
6671	三能-KY
6672	騰輝電子-KY
6674	鋐寶科技
6698	旭暉應材
6706	惠特
6715	嘉基
6743	安普新
6754	匯僑設計
6756	威鋒電子
6768	志強-KY
6776	展碁國際
6781	AES-KY
8011	台通
8016	矽創
8021	尖點
8028	昇陽半導體
8033	雷虎
8039	台虹
8046	南電
8070	長華*
8072	陞泰
8081	致新
8101	華冠
8103	瀚荃
8104	錸寶
8105	凌巨
8110	華東
8112	至上
8114	振樺電
8131	福懋科
8150	南茂
8163	達方
8201	無敵
8210	勤誠
8213	志超
8215	明基材
8222	寶一
8249	菱光
8261	富鼎
8271	宇瞻
8341	日友
8367	建新國際
8374	羅昇
8404	百和興業-KY
8411	福貞-KY
8422	可寧衛
8427	基勝-KY
8429	金麗-KY
8442	威宏-KY
8443	阿瘦
8454	富邦媒
8462	柏文
8463	潤泰材
8464	億豐
8466	美吉吉-KY
8467	波力-KY
8473	山林水
8478	東哥遊艇
8480	泰昇-KY
8481	政伸
8482	商億-KY
8488	吉源-KY
8499	鼎炫-KY
8926	台汽電
8940	新天地
8996	高力
9103	美德醫療-DR
910322	康師傅-DR
9105	泰金寶-DR
910861	神州-DR
9110	越南控-DR
911608	明輝-DR
911616	杜康-DR
911622	泰聚亨-DR
911868	同方友友-DR
912000	晨訊科-DR
912398	友佳-DR
9136	巨騰-DR
9188	精熙-DR
9802	鈺齊-KY
9902	台火
9904	寶成
9905	大華
9906	欣巴巴
9907	統一實
9908	大台北
9910	豐泰
9911	櫻花
9912	偉聯
9914	美利達
9917	中保科
9918	欣天然
9919	康那香
9921	巨大
9924	福興
9925	新保
9926	新海
9927	泰銘
9928	中視
9929	秋雨
9930	中聯資源
9931	欣高
9933	中鼎
9934	成霖
9935	慶豐富
9937	全國
9938	百和
9939	宏全
9940	信義
9941	裕融
9941A	裕融甲特
9942	茂順
9943	好樂迪
9944	新麗
9945	潤泰新
9946	三發地產
9955	佳龍
9958	世紀鋼

006201	元大富櫃50
00679B	元大美債20年
00687B	國泰20年美債
00694B	富邦美債1-3
00695B	富邦美債7-10
00696B	富邦美債20年
00697B	元大美債7-10
00718B	富邦中國政策債
00719B	元大美債1-3
00720B	元大投資級公司債
00721B	元大中國債3-5
00722B	群益15年IG電信債
00723B	群益15年IG科技債
00724B	群益10年IG金融債
00725B	國泰投資級公司債
00726B	國泰5Y+新興債
00727B	國泰1-5Y高收債
00734B	台新JPM新興債
00740B	富邦全球投等債
00741B	富邦全球高收債
00744B	國泰中國政金債5+
00745B	富邦中政債0-1
00746B	富邦A級公司債
00747B	FH中國政策債
00748B	凱基中國債3-10
00749B	凱基新興債10+
00750B	凱基科技債10+
00751B	元大AAA至A公司債
00754B	群益AAA-AA公司債
00755B	群益15年IG公用債
00756B	群益15年EM主權債
00758B	FH能源債
00759B	FH製藥債
00760B	FH新興企業債
00761B	國泰A級公司債
00764B	群益25年美債
00765B	群益中國政金債
00768B	FH20年美債
00772B	中信高評級公司債
00773B	中信優先金融債
00777B	凱基AAA至A公司債
00778B	凱基金融債20+
00779B	凱基美債25+
00780B	國泰A級金融債
00781B	國泰A級科技債
00782B	國泰A級公用債
00784B	富邦中國投等債
00785B	富邦金融投等債
00786B	元大10年IG銀行債
00787B	元大10年IG醫療債
00788B	元大10年IG電能債
00789B	FH公司債A3
00790B	FH次順位IG金融債
00791B	FH美元信用債1-5Y
00792B	群益A級公司債
00793B	群益AAA-A醫療債
00794B	群益7+中國政金債
00795B	中信美國公債20年
00796B	中信中國債7-10
00799B	國泰A級醫療債
00831B	新光美債1-3
00832B	新光美債20+
00834B	第一金金融債10+
00836B	永豐10年A公司債
00838B	永豐7-10年中國債
00840B	凱基IG精選15+
00841B	凱基AAA-AA公司債
00842B	台新美元銀行債
00843B	台新中國政策債
00844B	新光15年IG金融債
00845B	富邦新興投等債
00846B	富邦歐洲銀行債
00847B	中信美國市政債
00848B	中信新興亞洲債
00849B	中信EM主權債0-5
00853B	統一美債10年Aa-A
00856B	永豐1-3年美公債
00857B	永豐20年美公債
00858	永豐美國500大
00859B	群益0-1年美債
00860B	群益1-5年IG債
00862B	中信投資級公司債
00863B	中信全球電信債
00864B	中信美國公債0-1
00867B	新光A-BBB電信債
00870B	元大15年EM主權債
00872B	凱基美債1-3
00877	FH中國5G
00879B	第一金美債0-1
00880B	第一金電信債15+
00883B	中信ESG投資級債
00884B	中信低碳新興債
00886	永豐美國科技
00887	永豐中國科技50大
00888	永豐台灣ESG
00889B	凱基ESG新興債15+
00890B	凱基ESGBBB債15+
020001	富邦存股雙十N
020003	統一漲升股利150N
020009	群益A50綠碳N
020010	永昌富櫃200N
020013	元富亞洲高股息N
020014	元大富櫃200N
02001B	統一美國政府債N
020021	統一恒生科技N
020023	元大櫃買半導體N
020024	兆豐富櫃200N
020025	統一亞洲半導體N
020026	兆豐上櫃ESG電菁N
020027	元大上櫃ESG成長N
02002L	兆豐富櫃200正二N
02003L	永豐富櫃200正2N
1240	茂生農經
1258	其祥-KY
1259	安心
1264	德麥
1268	漢來美食
1336	台翰
1565	精華
1569	濱川
1570	力肯
1580	新麥
1584	精剛
1586	和勤
1591	駿吉-KY
1593	祺驊
1595	川寶
1599	宏佳騰
1742	台蠟
1752	南光
1777	生泰
1781	合世
1784	訊聯
1785	光洋科
1788	杏昌
1796	金穎生技
1799	易威
1813	寶利徠
1815	富喬
2035	唐榮
2061	風青
2063	世鎧
2064	晉椿
2065	世豐
2066	世德
2067	嘉鋼
2070	精湛
2221	大甲
2230	泰茂
2235	謚源
2596	綠意
2640	大車隊
2641	正德
2643	捷迅
2718	晶悅
2719	燦星旅
2724	富驛-KY
2726	雅茗-KY
2729	瓦城
2732	六角
2734	易飛網
2736	高野
2740	天蔥
2743	山富
2745	五福
2752	豆府
2754	亞洲藏壽司
2755	揚秦
2916	滿心
2924	東凌-KY
2926	誠品生活
2928	紅馬-KY
2937	集雅社
3064	泰偉
3066	李洲
3067	全域
3071	協禧
3073	天方能源
3078	僑威
3081	聯亞
3083	網龍
3085	新零售
3086	華義
3088	艾訊
3089	元炬
3093	港建
3095	及成
3105	穩懋
3114	好德
3115	寶島極
3118	進階
3122	笙泉
3128	昇銳
3131	弘塑
3141	晶宏
3144	新揚科
3147	大綜
3152	璟德
3162	精確
3163	波若威
3169	亞信
3171	新洲
3176	基亞
3178	公準
3188	鑫龍騰
3191	和進
3202	樺晟
3205	佰研
3206	志豐
3207	耀勝
3211	順達
3213	茂訊
3217	優群
3218	大學光
3219	倚強科
3221	台嘉碩
3224	三顧
3226	至寶電
3227	原相
3228	金麗科
3230	錦明
3232	昱捷
3234	光環
3236	千如
3252	海灣
3259	鑫創
3260	威剛
3264	欣銓
3265	台星科
3268	海德威
3272	東碩
3276	宇環
3284	太普高
3285	微端
3287	廣寰科
3288	點晶
3289	宜特
3290	東浦
3293	鈊象
3294	英濟
3297	杭特
3303	岱稜
3306	鼎天
3310	佳穎
3313	斐成
3317	尼克森
3322	建舜電
3323	加百裕
3324	雙鴻
3325	旭品
3332	幸康
3339	泰谷
3354	律勝
3357	臺慶科
3360	尚立
3362	先進光
3363	上詮
3372	典範
3373	熱映
3374	精材
3379	彬台
3388	崇越電
3390	旭軟
3402	漢科
3426	台興
3434	哲固
3438	類比科
3441	聯一光
3444	利機
3455	由田
3465	進泰電子
3466	致振
3479	安勤
3483	力致
3484	崧騰
3489	森寶
3490	單井
3491	昇達科
3492	長盛
3498	陽程
3499	環天科
3508	位速
3511	矽瑪
3512	皇龍
3516	亞帝歐
3520	華盈
3521	鴻翊
3522	御頂
3523	迎輝
3526	凡甲
3527	聚積
3529	力旺
3531	先益
3537	堡達
3540	曜越
3541	西柏
3546	宇峻
3548	兆利
3551	世禾
3552	同致
3555	重鵬
3556	禾瑞亞
3558	神準
3564	其陽
3567	逸昌
3570	大塚
3577	泓格
3580	友威科
3581	博磊
3587	閎康
3594	磐儀
3597	映興
3609	東林
3611	鼎翰
3615	安可
3623	富晶通
3624	光頡
3625	西勝
3628	盈正
3629	地心引力
3630	新鉅科
3631	晟楠
3632	研勤
3642	駿熠電
3646	艾恩特
3652	精聯
3663	鑫科
3664	安瑞-KY
3666	光耀
3672	康聯訊
3675	德微
3680	家登
3684	榮昌
3685	元創精密
3687	歐買尬
3689	湧德
3691	碩禾
3693	營邦
3707	漢磊
3709	鑫聯大投控
3710	連展投控
3713	新晶投控
4102	永日
4105	東洋
4107	邦特
4109	加捷生醫
4111	濟生
4113	聯上
4114	健喬
4116	明基醫
4120	友華
4121	優盛
4123	晟德
4126	太醫
4127	天良
4128	中天
4129	聯合
4129A	聯合甲特
4130	健亞
4131	晶宇
4138	曜亞
4139	馬光-KY
4147	中裕
4152	台微體
4153	鈺緯
4154	康樂-KY
4157	太景*-KY
4160	創源
4161	聿新科
4162	智擎
4163	鐿鈦
4167	松瑞藥
4168	醣聯
4171	瑞基
4173	久裕
4174	浩鼎
4175	杏一
4183	福永生技
4188	安克
4192	杏國
4198	欣大健康
4205	中華食
4207	環泰
4303	信立
4304	勝昱
4305	世坤
4401	東隆興
4402	福大
4406	新昕纖
4413	飛寶企業
4416	三圓
4417	金洲
4419	元勝
4420	光明
4429	聚紡
4430	耀億
4432	銘旺實
4433	興采
4502	健信
4503	金雨
4506	崇友
4510	高鋒
4513	福裕
4523	永彰
4527	方土霖
4528	江興鍛
4529	淳紳
4530	宏易
4533	協易機
4534	慶騰
4535	至興
4538	大詠城
4541	晟田
4542	科嶠
4543	萬在
4549	桓達
4550	長佳
4554	橙的
4556	旭然
4561	健椿
4563	百德
4568	科際精密
4580	捷流閥業
4609	唐鋒
4702	中美實
4706	大恭
4707	磐亞
4711	永純
4714	永捷
4716	大立
4721	美琪瑪
4726	永昕
4728	雙美
4729	熒茂
4735	豪展
4736	泰博
4741	泓瀚
4743	合一
4744	皇將
4745	合富-KY
4747	強生
4754	國碳科
4760	勤凱
4767	誠泰科技
4803	VHQ-KY
4804	大略-KY
4806	昇華
4903	聯光通
4905	台聯電
4907	富宇
4908	前鼎
4909	新復興
4911	德英
4924	欣厚-KY
4931	新盛力
4933	友輝
4939	亞電
4944	兆遠
4945	陞達科技
4946	辣椒
4950	牧東
4953	緯軟
4966	譜瑞-KY
4971	IET-KY
4972	湯石照明
4973	廣穎
4974	亞泰
4979	華星光
4987	科誠
4991	環宇-KY
4995	晶達
5009	榮剛
5011	久陽
5013	強新
5014	建錩
5015	華祺
5016	松和
5102	富強
5201	凱衛
5202	力新
5205	中茂
5206	坤悅
5209	新鼎
5210	寶碩
5211	蒙恬
5212	凌網
5213	亞昕
5220	萬達光電
5223	安力-KY
5227	立凱-KY
5230	雷笛克光學
5236	凌陽創新
5245	智晶
5251	天鉞電
5263	智崴
5272	笙科
5274	信驊
5276	達輝-KY
5278	尚凡
5281	大峽谷-KY
5287	數字
5289	宜鼎
5291	邑昇
5299	杰力
